,year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
797,2024,Q4,11,2,1120,LX인터내셔널,산업재,2024-11-12,중립,"요약문은 LX인터내셔널의 임원 인사에 관한 내용으로, 기업의 경영진 변화가 언급되었으나, 이는 주가에 직접적인 영향을 미칠 만한 정보로 보기 어렵다.",0.0
798,2024,Q4,11,3,1120,LX인터내셔널,산업재,2024-11-21,중립,"LX인터내셔널이 안전보건 경영 관련 국제인증을 받았다는 내용은 기업의 이미지 개선과 관련이 있을 수 있으나, 주가에 직접적인 영향을 미칠 만한 실적 개선이나 수익 증가와 관련된 정보는 포함되어 있지 않음.",0.0
799,2024,Q4,11,4,1120,LX인터내셔널,산업재,2024-11-27,중립,"요약문에서는 LX인터내셔널의 주가가 과거에 하락했으나, 회사 자체에는 문제가 없고 물류 사업의 특성상 다시 회복할 가능성이 있다는 의견이 제시됨. 그러나 구체적인 긍정적 요인이나 부정적 요인이 명확히 드러나지 않아 주가에 직접적인 영향을 미칠 정보는 부족함.",0.0
800,2024,Q4,12,1,1120,LX인터내셔널,산업재,2024-12-06,중립,"LX인터내셔널이 LX판토스 지분을 인수한 소식이 있으나, LX판토스의 매출액과 영업이익이 전년 대비 크게 감소한 점과 IPO 작업이 미뤄진 점이 있어 주가에 긍정적 또는 부정적 영향을 판단하기 어려움.",0.0
801,2024,Q4,12,2,1120,LX인터내셔널,산업재,2024-12-10,긍정,"LX인터내셔널의 당기순이익이 전년 대비 19.6% 증가하여 LX홀딩스의 지분법이익 증가에 기여하고 있으며, 이는 배당 수익 증가에 대한 기대감을 높이고 있다.",1.0
802,2024,Q4,12,3,1120,LX인터내셔널,산업재,2024-12-20,긍정,"NH투자증권은 LX인터내셔널의 저평가 매력을 강조하며 매수 의견을 유지했고, 4분기 매출액과 영업이익이 전년 동기 대비 크게 증가할 것으로 전망했다. 또한, 추가 니켈광산 및 동광산 인수로 성장성 강화와 배당제도 개선에 따른 주당배당금 확대 효과가 기대된다고 언급했다.",1.0
803,2024,Q4,12,4,1120,LX인터내셔널,산업재,,,,
804,2025,Q1,1,1,1120,LX인터내셔널,산업재,2025-01-07,중립,"iM증권이 LX인터내셔널의 목표주가를 하향 조정했으나, 투자의견은 '매수'를 유지했다. 자원부문 수익성 감소가 예상되지만 팜오일 가격 상승이 이를 상쇄할 수 있으며, 물류부문 실적 개선으로 배당수익률이 매력적이라는 평가가 있다. 그러나 전반적으로 주가에 미치는 영향이 상반된 요소들이 있어 중립으로 판단된다.",0.0
805,2025,Q1,1,2,1120,LX인터내셔널,산업재,2025-01-12,중립,"요약문은 LX인터내셔널이 필리핀에서 광산 복구공사를 완료한 첫 기업이라는 내용과 사회 공헌 활동에 대한 설명을 포함하고 있으나, 이러한 정보가 기업의 단기 주가에 직접적인 영향을 미칠 만한 요소로 판단하기에는 부족함.",0.0
806,2025,Q1,1,3,1120,LX인터내셔널,산업재,2025-01-21,긍정,"LX인터내셔널의 영업이익, 매출액, 당기순이익이 모두 전년 대비 증가한 것으로 나타나 긍정적인 실적 개선이 이루어졌음을 보여줌.",1.0
807,2025,Q1,1,4,1120,LX인터내셔널,산업재,,,,
808,2025,Q1,2,1,1120,LX인터내셔널,산업재,2025-02-07,긍정,"LX인터내셔널이 니켈과 구리 광산을 추가 매입하여 유망 광물 포트폴리오를 다각화하려는 전략을 발표했으며, 이는 중장기적으로 전기차 판매 증가와 스테인리스강 수요 증가에 따른 니켈 가격 상승 기대와 맞물려 긍정적인 영향을 미칠 수 있다.",1.0
809,2025,Q1,2,2,1120,LX인터내셔널,산업재,2025-02-09,긍정,"LX인터내셔널이 자원개발 포트폴리오를 다변화하고, 니켈과 구리 광산 매입을 통해 사업 확장을 계획하고 있어 긍정적인 전망을 보임. 또한, 기존 사업의 수익성 개선과 유동성 확보를 통해 미래 사업 포트폴리오를 고도화하려는 전략이 긍정적으로 평가됨.",1.0
810,2025,Q1,2,3,1120,LX인터내셔널,산업재,2025-02-17,중립,"뉴스 기사는 배당 선진화 정책으로 인해 배당주 투자 기회가 증가할 것이라고 긍정적으로 보도했으나, 경제 영상에서는 저점에서 추가 매수에 대한 불확실성을 언급하며 투자 결정을 망설이는 분위기를 보여줍니다. 두 정보가 상충하여 종합적으로 중립으로 판단합니다.",0.0
811,2025,Q1,2,4,1120,LX인터내셔널,산업재,,,,
812,2025,Q1,3,1,1120,LX인터내셔널,산업재,2025-03-05,긍정,"뉴스 기사에서는 LX인터내셔널이 한미경제협의회에 신규 회원사로 합류한 사실을 보도하며, 이는 국제적 협력 강화와 네트워크 확장을 의미할 수 있어 긍정적입니다. 경제 영상에서는 인도네시아 팜 오일 생산량 확대 계획을 언급하며, 이는 자원사업의 수익성 개선에 기여할 수 있는 긍정적 요인으로 작용할 수 있습니다. 두 콘텐츠 모두 긍정적인 요소를 포함하고 있어 종합적으로 긍정으로 판단합니다.",1.0
813,2025,Q1,3,2,1120,LX인터내셔널,산업재,,,,
814,2025,Q1,3,3,1120,LX인터내셔널,산업재,2025-03-16,중립,요약문에서 LX인터내셔널에 대한 직접적인 정보나 주가에 영향을 미칠 만한 구체적인 내용이 언급되지 않았음.,0.0
815,2025,Q1,3,4,1120,LX인터내셔널,산업재,2025-03-28,중립,"기사 요약에서는 주주총회에서의 인사 재선임과 지난해 실적에 대한 언급이 있지만, 이는 주가에 직접적인 영향을 미칠 만한 새로운 정보나 긍정적/부정적 요인이 명확히 드러나지 않음.",0.0
816,2021,Q1,1,1,3490,대한항공,산업재,2021-01-06,부정,"뉴스 기사에서는 대한항공이 발행주식 총수를 늘리는 결정을 했다고 보도했으며, 이는 주식 가치 희석 가능성을 내포할 수 있습니다. 경제 영상에서는 항공업계가 코로나19로 인한 시련이 계속될 것으로 보이며 특단의 대책이 필요하다는 부정적인 전망을 제시하고 있습니다. 두 콘텐츠 모두 부정적인 요소를 포함하고 있어 종합적으로 부정으로 판단합니다.",-1.0
817,2021,Q1,1,2,3490,대한항공,산업재,2021-01-14,중립,"뉴스 기사는 대한항공이 아시아나항공 인수의 마지막 관문을 넘어서고 있다는 긍정적인 내용을 담고 있지만, 경제 영상에서는 대한항공의 밸류에 대한 부담을 언급하며 부정적인 시각을 제시하고 있습니다. 두 정보가 상충하므로 종합적으로 중립으로 판단합니다.",0.0
818,2021,Q1,1,3,3490,대한항공,산업재,2021-01-21,부정,"뉴스 기사에서는 대한항공의 유상증자에 대한 직원들의 기대감이 커지고 있다는 긍정적인 내용을 전하고 있습니다. 반면, 경제 영상에서는 국세청이 대한항공에 대한 특별 세무조사에 착수했다는 부정적인 소식을 전하고 있으며, 이는 총수 일가의 세금 탈루 혐의와 관련이 있습니다. 세무조사는 기업의 평판에 부정적인 영향을 미칠 수 있으므로, 종합적으로 부정적인 영향을 미칠 가능성이 높다고 판단됩니다.",-1.0
819,2021,Q1,1,4,3490,대한항공,산업재,2021-01-22,중립,"뉴스 기사는 대한항공이 아시아나항공 인수를 위해 유상증자 규모를 늘렸다는 내용을 담고 있지만, 경제 영상 스크립트는 불완전하여 주가에 미치는 영향을 판단할 수 있는 정보가 부족합니다. 두 콘텐츠를 종합했을 때 명확한 주가 등락 요인을 판단하기 어려워 중립으로 평가합니다.",0.0
820,2021,Q1,2,1,3490,대한항공,산업재,2021-02-04,중립,"뉴스 기사에서는 대한항공이 화물수송에 주력하여 긍정적인 전략을 취하고 있음을 보도했으나, 경제 영상에서는 금호아시아나그룹의 부채 문제와 아시아나항공 매각에 대한 부정적인 내용을 다루고 있습니다. 두 콘텐츠가 직접적으로 상충하지는 않지만, 대한항공의 긍정적 전략과 관련된 직접적인 부정적 요인이 명확히 드러나지 않아 종합적으로 중립으로 판단합니다.",0.0
821,2021,Q1,2,2,3490,대한항공,산업재,2021-02-13,긍정,"뉴스 기사에서는 대한항공이 아시아나항공 인수와 관련하여 터키에서 기업결합 승인을 받았다는 긍정적인 소식을 전하고 있습니다. 이는 인수 작업의 진전으로 해석될 수 있습니다. 반면, 경제 영상은 대한항공과 관련된 과거 사건을 언급하고 있으며, 현재 주가에 직접적인 영향을 미칠 만한 정보는 포함되어 있지 않습니다. 따라서 뉴스 기사의 긍정적인 정보가 주가에 더 큰 영향을 미칠 것으로 판단됩니다.",1.0
822,2021,Q1,2,3,3490,대한항공,산업재,2021-02-18,긍정,"뉴스 기사에서는 대한항공이 유니세프와 협력하여 코로나19 백신을 수송하는 역할을 맡게 되었다는 긍정적인 소식을 전하고 있습니다. 이는 기업의 사회적 책임을 강조하고, 긍정적인 이미지와 수익성 향상에 기여할 수 있는 요소입니다. 반면, 경제 영상은 대한항공과 관련된 정보가 전혀 없으므로, 뉴스 기사의 긍정적인 정보만을 근거로 판단했습니다.",1.0
823,2021,Q1,2,4,3490,대한항공,산업재,2021-02-25,중립,"뉴스 기사에서는 대한항공이 네이버와의 협력을 통해 사용자 편의성을 높이는 긍정적인 소식을 전했으나, 경제 영상에서는 대한항공이 보유한 보잉 777 기종의 운항 중단 권고로 인해 잠재적인 운영상의 어려움을 겪을 수 있음을 시사했습니다. 긍정적 요인과 부정적 요인이 상충하므로 종합적으로 중립으로 판단합니다.",0.0
824,2021,Q1,3,1,3490,대한항공,산업재,2021-03-07,긍정,뉴스 기사에서는 대한항공이 국내 기업 역사상 최대 규모의 유상증자에 성공했다고 보도하며 긍정적인 재무적 성과를 강조했습니다. 경제 영상에서는 대한항공의 창립 52주년을 맞아 조직의 창의성과 역동성을 강조하며 긍정적인 기업 문화를 조성하려는 노력을 언급했습니다. 두 콘텐츠 모두 긍정적인 요소를 포함하고 있어 종합적으로 긍정으로 판단합니다.,1.0
825,2021,Q1,3,2,3490,대한항공,산업재,,,,
826,2021,Q1,3,3,3490,대한항공,산업재,2021-03-19,긍정,"대한항공이 아시아나항공과의 통합을 위한 계획을 제출하고, 공정거래위원회의 심사가 빠르게 진행될 전망이며, 경영권 분쟁도 종식될 가능성이 높아 경영 안정화가 기대됨.",1.0
827,2021,Q1,3,4,3490,대한항공,산업재,2021-03-31,중립,"뉴스 기사와 경제 영상 모두 대한항공의 주가에 직접적인 영향을 미칠 수 있는 정보가 포함되어 있지 않습니다. 뉴스 기사는 부동산 시장에 관한 내용이며, 경제 영상은 대한항공 조원태 회장의 연봉에 관한 정보만을 제공하고 있습니다. 두 콘텐츠 모두 대한항공의 주가에 대한 긍정적 또는 부정적 영향을 판단할 수 있는 근거가 부족합니다.",0.0
828,2021,Q2,4,1,3490,대한항공,산업재,2021-04-02,중립,"뉴스 기사에서는 대한항공의 주요 주주 간 특별관계 해소가 언급되었으나, 이는 주가에 직접적인 긍정 또는 부정 영향을 미친다는 정보가 부족합니다. 경제 영상에서는 대한항공의 아샤 난국 인수 후 통합 준비에 대한 내용이 있지만, 이는 소비자 관심사에 초점을 맞추고 있어 주가에 대한 직접적인 영향은 불분명합니다. 두 콘텐츠 모두 주가에 대한 명확한 긍정적 또는 부정적 영향을 제시하지 않으므로 중립으로 판단합니다.",0.0
829,2021,Q2,4,2,3490,대한항공,산업재,2021-04-12,중립,"요약문은 대한항공의 스포츠 경기 결과와 관련된 내용으로, 기업의 주가에 직접적인 영향을 미칠 만한 정보는 포함되어 있지 않음.",0.0
830,2021,Q2,4,3,3490,대한항공,산업재,2021-04-15,중립,"요약문은 대한항공의 스포츠 경기 결과와 관련된 내용으로, 기업의 주가에 직접적인 영향을 미칠 만한 정보는 포함되어 있지 않음.",0.0
831,2021,Q2,4,4,3490,대한항공,산업재,2021-04-30,긍정,"뉴스 기사에서는 대한항공이 파블로 피카소의 작품을 운송하는 대형 프로젝트를 성공적으로 수행하고 있음을 보도하여 긍정적인 이미지를 전달합니다. 경제 영상에서는 대한항공이 사이판 노선 운항을 재개할 계획임을 언급하며, 이는 항공 수요 회복에 대한 기대감을 반영합니다. 두 콘텐츠 모두 긍정적인 요소를 포함하고 있어 종합적으로 긍정으로 판단합니다.",1.0
832,2021,Q2,5,1,3490,대한항공,산업재,2021-05-06,중립,"뉴스 기사에서는 대한항공이 UAM팀코리아에 참여하여 무인기와 드론 개발에 적극적으로 나서고 있다는 긍정적인 내용을 전하고 있습니다. 반면, 경제 영상에서는 코로나19로 인한 항공권 유효기간 문제로 고객 불만이 발생한 사례를 다루고 있어 부정적인 측면을 부각하고 있습니다. 두 콘텐츠의 정보가 상충하여 종합적으로 중립으로 판단합니다.",0.0
833,2021,Q2,5,2,3490,대한항공,산업재,2021-05-14,중립,"뉴스 기사에서는 대한항공이 아시아나항공과의 대규모 정비 계약 체결을 발표하여 긍정적인 사업 성과를 보였으나, 경제 영상에서는 대한항공 여자 탁구팀의 내부 문제로 인한 부정적인 이미지를 다루고 있습니다. 두 정보가 상충하여 종합적으로 중립으로 판단합니다.",0.0
834,2021,Q2,5,3,3490,대한항공,산업재,2021-05-21,부정,대한항공 승무원이 업무 중 방사선 노출로 인한 백혈병으로 사망하여 산업재해로 인정받은 사건이 보도됨. 이는 기업 이미지에 부정적 영향을 미칠 수 있음.,-1.0
835,2021,Q2,5,4,3490,대한항공,산업재,2021-05-24,부정,"대한항공을 포함한 여러 항공사들이 비보 스마트폰의 화물 반입을 거부하고 있으며, 이는 화재 위험 때문으로 보입니다. 이러한 조치는 대한항공의 화물 운송 수익에 부정적인 영향을 미칠 수 있습니다.",-1.0
836,2021,Q2,6,1,3490,대한항공,산업재,,,,
837,2021,Q2,6,2,3490,대한항공,산업재,2021-06-13,중립,"요약문은 대한항공의 내부 소통 채널인 'Daehan TV'의 출범과 관련된 내용으로, 기업의 재무적 성과나 시장 상황에 대한 정보는 포함되어 있지 않음.",0.0
838,2021,Q2,6,3,3490,대한항공,산업재,2021-06-16,중립,"대한항공이 인천과 호치민 간 특별 항공기를 운항하기로 했으나, 베트남 정부의 방역대책으로 인해 여객 수요 회복에 어려움이 예상됨. 따라서 주가에 직접적인 영향을 미칠 만한 긍정적 또는 부정적 요인은 부족함.",0.0
839,2021,Q2,6,4,3490,대한항공,산업재,2021-06-30,중립,"뉴스 기사는 대한항공이 2000억원 규모의 회사채 발행을 계획하고 있으며, 사전 청약률이 높을 경우 발행 규모가 확대될 수 있음을 보도했습니다. 이는 자금 조달 측면에서 긍정적일 수 있습니다. 그러나 경제 영상에서는 대한항공과 관련된 구체적인 정보가 제공되지 않아 주가에 미치는 영향을 판단하기 어렵습니다. 따라서 종합적으로 중립으로 판단합니다.",0.0
840,2021,Q3,7,1,3490,대한항공,산업재,2021-07-07,중립,"뉴스 기사는 대한항공이 일본에서 코로나19 백신 접종을 자체적으로 진행하고 있다는 긍정적인 소식을 전했으나, 경제 영상은 대한항공과 관련된 정보가 전혀 없고, 이해하기 어려운 내용으로 주가에 영향을 미칠 정보가 없습니다. 따라서 두 콘텐츠를 종합했을 때 주가에 미치는 영향이 불분명하여 중립으로 판단합니다.",0.0
841,2021,Q3,7,2,3490,대한항공,산업재,2021-07-12,중립,"대한항공이 아시아나항공을 인수하고 통합 항공사를 출범할 예정이라는 내용이 있지만, 이는 장기적인 계획이며 단기 주가에 직접적인 영향을 미칠 만한 긍정적 또는 부정적 요소가 명확히 드러나지 않음.",0.0
842,2021,Q3,7,3,3490,대한항공,산업재,2021-07-21,중립,"뉴스 기사는 대한항공의 아시아나항공 합병 후 마일리지 정책과 노선 유지 방침을 긍정적으로 보도했으나, 경제 영상은 관련 정보가 전혀 없고 우주 비행에 관한 내용만 포함되어 있어 주가에 대한 영향을 판단하기 어렵습니다. 따라서 종합적으로 중립으로 판단합니다.",0.0
843,2021,Q3,7,4,3490,대한항공,산업재,2021-07-22,부정,"대한항공이 코로나 양성 판정을 받은 외국인을 탑승시켜 정부 지침을 위반했고, 이에 따라 정부가 대한항공에 징계조치를 내릴 방침이라는 부정적인 내용이 포함되어 있음.",-1.0
844,2021,Q3,8,1,3490,대한항공,산업재,2021-08-02,긍정,뉴스 기사에서는 대한항공이 김포~제주공항을 이용하는 여객을 대상으로 새로운 '짐배송 서비스'를 시작한다고 보도하여 서비스 확장에 대한 긍정적인 신호를 주고 있습니다. 경제 영상에서는 대한항공의 2분기 실적이 매출과 영업이익 모두 증가하여 시장 기대치를 충족할 것이라는 긍정적인 전망을 제시하고 있습니다. 두 콘텐츠 모두 긍정적인 정보를 제공하고 있어 종합적으로 긍정으로 판단합니다.,1.0
845,2021,Q3,8,2,3490,대한항공,산업재,2021-08-12,긍정,인천-하와이 노선의 정기편 운항 재개와 운항 횟수 확대 계획은 대한항공의 매출 증가와 실적 개선에 긍정적인 영향을 미칠 수 있는 요소로 판단됨.,1.0
846,2021,Q3,8,3,3490,대한항공,산업재,2021-08-20,중립,"뉴스 기사에서는 대한항공이 초대형 여객기 A380과 B747-8i의 운항을 중단할 계획을 밝혔으나, 이는 장기적인 계획으로 단기 주가에 미치는 영향이 불분명합니다. 경제 영상 스크립트는 불완전하여 유의미한 정보를 제공하지 못했습니다. 따라서 두 콘텐츠를 종합했을 때 주가에 대한 명확한 판단이 어려워 중립으로 판단합니다.",0.0
847,2021,Q3,8,4,3490,대한항공,산업재,2021-08-26,중립,"서울시와 대한항공이 송현동 부지와 관련된 갈등을 해결하기 위한 잠정 합의에 도달했다는 내용이지만, 이는 기업의 단기 주가에 직접적인 영향을 미칠 만한 정보로 보기 어렵다.",0.0
848,2021,Q3,9,1,3490,대한항공,산업재,2021-09-02,중립,"뉴스 기사와 경제 영상 모두 대한항공의 주가에 직접적인 영향을 미칠 수 있는 정보가 포함되어 있지 않습니다. 뉴스 기사는 패션그룹형지와 관련된 내용이며, 경제 영상은 대한항공 배구 선수의 개인적인 문제를 다루고 있어 기업의 주가와는 무관합니다. 따라서 종합적으로 중립으로 판단합니다.",0.0
849,2021,Q3,9,2,3490,대한항공,산업재,2021-09-14,긍정,"위드 코로나 검토와 백신 접종률 증가로 인해 여행 관련주들이 긍정적인 움직임을 보이고 있으며, 대한항공의 화물 실적도 긍정적으로 전망되고 있어 단기적으로 주가 상승이 예상됨.",1.0
850,2021,Q3,9,3,3490,대한항공,산업재,2021-09-15,긍정,"대한항공이 2분기 실적에서 시장 기대를 상회하는 성장을 보였고, 부채비율이 크게 낮아져 안정된 재무구조를 갖추고 있다는 점이 긍정적으로 평가됨.",1.0
851,2021,Q3,9,4,3490,대한항공,산업재,2021-09-28,중립,"뉴스 기사는 대한항공이 클라우드 기술을 활용하여 기상예측과 예약 시스템을 개선하려는 긍정적인 전략을 보도했습니다. 그러나 경제 영상은 대한항공의 백신 운송과 관련된 내용으로, 주가에 직접적인 영향을 미칠 만한 정보는 제공하지 않았습니다. 두 콘텐츠가 주가에 미치는 영향이 불분명하여 중립으로 판단합니다.",0.0
852,2021,Q4,10,1,3490,대한항공,산업재,2021-10-06,중립,"뉴스 기사에서는 대한항공과 아시아나의 합병에 대한 독점 우려가 제기되었고, 해소 방안이 필요하다는 점을 강조했습니다. 반면, 경제 영상에서는 공정거래위원회가 기업결합 심사를 올해 안에 마무리하겠다고 밝혀 통합 작업에 속도가 붙을 것이라는 긍정적인 기대를 전했습니다. 두 콘텐츠의 논조가 상충하므로 종합적으로 중립으로 판단합니다.",0.0
853,2021,Q4,10,2,3490,대한항공,산업재,2021-10-10,중립,"대한항공이 세계적 항공사 상을 수상하고 영업이익 흑자를 기록했으나, 아시아나항공과의 합병 난항과 독과점 우려로 인한 불확실성이 존재하여 주가에 미치는 영향이 상쇄될 가능성이 있음.",0.0
854,2021,Q4,10,3,3490,대한항공,산업재,2021-10-20,긍정,"뉴스 기사에서는 대한항공이 '산업기술성과'에 선정되었다는 긍정적인 소식을 전하고 있으며, 경제 영상에서는 하와이 노선 운항 재개라는 긍정적인 사업 확장 소식을 전하고 있습니다. 두 콘텐츠 모두 긍정적인 요소를 포함하고 있어 종합적으로 긍정으로 판단합니다.",1.0
855,2021,Q4,10,4,3490,대한항공,산업재,2021-10-29,중립,"뉴스 기사에서는 항공주의 밸류에이션이 지나치게 높아졌다는 분석과 함께 여행 수요 회복에도 불구하고 주가 상승세가 기대만큼 크지 않을 수 있다는 부정적 전망을 제시했습니다. 반면, 경제 영상에서는 대한항공이 국제선 운항을 확대할 계획이라는 긍정적 소식을 전했습니다. 두 콘텐츠의 정보가 상충하여 종합적으로 중립으로 판단합니다.",0.0
856,2021,Q4,11,1,3490,대한항공,산업재,2021-11-03,긍정,"대한항공이 하와이 노선 운항을 재개하며, 해외 여행 가능 지역이 늘어나고 있어 항공 수요 회복에 긍정적인 영향을 미칠 것으로 보임.",1.0
857,2021,Q4,11,2,3490,대한항공,산업재,2021-11-12,중립,"요약문에서 대한항공의 자회사인 진에어의 전산 시스템 마비로 인한 불편과 대한항공과의 협의를 통한 대체 항공편 투입 계획이 언급되었으나, 이는 대한항공의 주가에 직접적인 영향을 미칠 만한 정보로 보기 어려움.",0.0
858,2021,Q4,11,3,3490,대한항공,산업재,2021-11-19,중립,"뉴스 기사에서는 대한항공의 아시아나항공 인수에 대한 베트남 경쟁당국의 승인을 긍정적으로 보도했으나, 경제 영상에서는 대한항공의 무인 정찰기 사용에 대한 정보만 제공하고 있어 주가에 직접적인 영향을 미칠 만한 정보는 없습니다. 두 콘텐츠의 정보가 주가에 미치는 영향이 불분명하므로 중립으로 판단합니다.",0.0
859,2021,Q4,11,4,3490,대한항공,산업재,2021-11-30,중립,"요약문은 대한항공과 관련된 항공기 사고 수색 작업의 문제점을 다루고 있으며, 이는 기업의 주가에 직접적인 영향을 미칠 만한 정보가 아닙니다.",0.0
860,2021,Q4,12,1,3490,대한항공,산업재,2021-12-06,긍정,뉴스 기사에서는 대한항공이 코로나19로 인한 피해보다 반사이익이 더 크다고 평가하며 '매수' 의견을 유지하고 있습니다. 경제 영상에서는 대한항공이 정부와 협업하여 딸기 수출을 지원하는 긍정적인 소식을 전하고 있습니다. 두 콘텐츠 모두 대한항공에 긍정적인 영향을 미칠 수 있는 정보를 제공하고 있습니다.,1.0
861,2021,Q4,12,2,3490,대한항공,산업재,2021-12-10,매우 긍정,"대한항공이 4분기에 역대 최대 실적을 기록할 것으로 전망되며, 화물 사업부의 비중 증가와 수출 호조로 인한 화물 부문의 호황이 긍정적으로 작용하고 있음. 또한, 미중 무역 갈등으로 인한 물류 문제로 반사이익을 얻고 있다는 분석이 있음.",2.0
862,2021,Q4,12,3,3490,대한항공,산업재,2021-12-16,긍정,"뉴스 기사에서는 중국의 규제로 인해 대한항공이 화물 운송에서 이점을 얻을 수 있음을 시사하고 있습니다. 경제 영상에서는 항공화물 공급이 감소하고 있다는 점을 언급하고 있어, 이는 대한항공의 화물 운송 사업에 긍정적인 영향을 미칠 수 있습니다. 두 콘텐츠 모두 대한항공의 화물 운송 부문에 긍정적인 영향을 미칠 가능성을 제시하고 있습니다.",1.0
863,2021,Q4,12,4,3490,대한항공,산업재,2021-12-29,부정,"뉴스 기사에서는 대한항공과 아시아나항공의 기업 결합이 조건부 승인되었으나, 일부 노선 반환과 요금 동결 조건이 부과되었다고 보도했습니다. 이는 기업의 운영에 제약을 가할 수 있는 부정적 요소입니다. 경제 영상에서는 한중 항공노선의 감소와 특정 노선의 취소 소식을 전하며, 이는 대한항공의 수익성에 부정적 영향을 미칠 수 있습니다. 두 콘텐츠 모두 부정적인 요소를 포함하고 있어 종합적으로 부정으로 판단합니다.",-1.0
864,2022,Q1,1,1,3490,대한항공,산업재,2022-01-05,긍정,"뉴스 기사에서는 대한항공이 인천시와 협력하여 엔진정비공장을 이전하는 계획을 발표했으며, 경제 영상에서는 이 프로젝트가 3천 3백억 원의 투자를 통해 일자리 창출과 경제적 효과를 기대할 수 있다고 긍정적으로 평가하고 있습니다. 두 콘텐츠 모두 긍정적인 전망을 제시하고 있습니다.",1.0
865,2022,Q1,1,2,3490,대한항공,산업재,2022-01-13,중립,"대한항공이 이마트와 마일리지 제휴를 맺어 마일리지 사용처를 확대했으나, 이는 고객 불만 해소를 위한 조치로 기업 가치나 주가에 직접적인 영향을 미칠 정보는 부족함.",0.0
866,2022,Q1,1,3,3490,대한항공,산업재,2022-01-17,중립,"대한항공이 하와이 노선 운항을 재개하고 여객 수가 증가했으나, 코로나19와 오미크론 확산의 영향이 여전히 존재하여 수요 회복이 불확실하다는 점이 언급됨.",0.0
867,2022,Q1,1,4,3490,대한항공,산업재,2022-01-28,중립,"뉴스 기사는 대한항공을 물류대란의 수혜주로 긍정적으로 평가하며 투자의견 '매수'를 유지했으나, 경제 영상은 대한항공 여자 탁구팀의 폭행 사건에 대한 부정적인 내용을 다루고 있습니다. 두 정보는 서로 다른 측면을 다루고 있어 주가에 미치는 영향이 상충되므로 종합적으로 중립으로 판단합니다.",0.0
868,2022,Q1,2,1,3490,대한항공,산업재,2022-02-03,긍정,"뉴스 기사와 경제 영상 모두 대한항공과 아시아나항공의 합병으로 인해 '메가 캐리어'가 탄생할 것이라는 긍정적인 전망을 공유하고 있습니다. 특히, 경제 영상에서는 합병 조건으로 인해 저비용항공사들이 새로운 노선에 진출할 기회를 얻을 수 있다는 긍정적인 측면을 강조하고 있습니다. 두 콘텐츠 모두 합병이 긍정적인 영향을 미칠 것이라는 점에서 일치합니다.",1.0
869,2022,Q1,2,2,3490,대한항공,산업재,2022-02-09,중립,"뉴스 기사는 대한항공의 생체 정보 기술 도입을 긍정적으로 보도했으나, 경제 영상에서는 대한항공과 아시아나항공의 합병에 대한 공정거래위원회의 최종 심사 진행을 언급하며 불확실성을 내포하고 있습니다. 긍정적 요인과 불확실성이 상충하므로 종합적으로 중립으로 판단합니다.",0.0
870,2022,Q1,2,3,3490,대한항공,산업재,2022-02-17,중립,"요약문에서는 대한항공과 아시아나항공의 합병에 대한 기대감이 언급되었으나, 대한항공 자체에 대한 직접적인 긍정적 또는 부정적 영향에 대한 정보는 부족함.",0.0
871,2022,Q1,2,4,3490,대한항공,산업재,2022-02-28,중립,"뉴스 기사는 대한항공과 아시아나항공의 기업 결합 승인 소식을 전하며, 구조적 조치로 인한 운임 인상 우려를 언급했습니다. 이는 긍정적 요소와 부정적 요소가 혼재된 상황입니다. 반면, 경제 영상은 대한항공과 관련된 불명확한 내용으로, 주가에 대한 명확한 영향을 판단하기 어렵습니다. 두 콘텐츠의 정보가 상충하거나 불분명하여 종합적으로 중립으로 판단합니다.",0.0
872,2022,Q1,3,1,3490,대한항공,산업재,2022-03-05,부정,뉴스 기사에서는 대한항공의 인천~모스크바 여객기 운항이 연료 보급 제한으로 인해 일시적으로 중단된다는 부정적인 소식을 전하고 있습니다. 경제 영상은 내용이 불명확하여 분석에 활용할 수 없습니다. 따라서 뉴스 기사에 근거하여 부정적으로 판단합니다.,-1.0
873,2022,Q1,3,2,3490,대한항공,산업재,2022-03-09,부정,"대한항공이 러시아의 우크라이나 침공 여파로 모스크바 직항편을 2주간 결항하기로 했으며, 러시아를 오가는 항공길이 막히고 있어 추가적인 비용 증가와 노선 변경이 불가피할 것으로 보임.",-1.0
874,2022,Q1,3,3,3490,대한항공,산업재,2022-03-15,부정,대한항공이 러시아 노선 운항을 중단하고 유럽 및 미주 동부 노선의 비행시간이 증가할 것으로 예상되어 운영에 차질이 발생할 가능성이 높아 부정적인 논조로 판단됨.,-1.0
875,2022,Q1,3,4,3490,대한항공,산업재,2022-03-29,중립,"뉴스 기사에서는 조원태 대한항공 회장이 주주총회에서 압승을 거두었다는 긍정적인 결과를 보도하고 있습니다. 반면, 경제 영상에서는 호반건설이 한진칼의 2대 주주로 선정되면서 경영권 분쟁 가능성을 제기하고 있습니다. 긍정적 요인과 부정적 요인이 상충하므로 종합적으로 중립으로 판단합니다.",0.0
