종목명,CODE,YEAR,QUARTER,공시일,시가,종가,수익률,LLM 예측,판단,Confusion Matrix
현대글로비스,086280,2018,Q4,2019-04-01,64524,76530,0.1861,down,false,NN
현대글로비스,086280,2019,Q1,2019-05-15,76029,76780,0.0099,up,true,PP
현대글로비스,086280,2019,Q2,2019-08-14,77030,75780,-0.0162,up,false,PN
현대글로비스,086280,2019,Q3,2019-11-14,75529,44267,-0.4139,down,true,NP
현대글로비스,086280,2019,Q4,2020-03-30,42666,49969,0.1712,up,true,PP
현대글로비스,086280,2020,Q1,2020-05-15,50269,61524,0.2239,up,true,PP
현대글로비스,086280,2020,Q2,2020-08-14,61774,96288,0.5587,up,true,PP
현대글로비스,086280,2020,Q4,2021-03-16,98038,93036,-0.051,up,false,PN
현대글로비스,086280,2021,Q1,2021-05-17,93786,93787,0.0,up,true,PP
현대글로비스,086280,2021,Q2,2021-08-17,94036,78531,-0.1649,up,false,PN
현대글로비스,086280,2021,Q3,2021-11-15,79281,84033,0.0599,up,true,PP
현대글로비스,086280,2021,Q4,2022-03-15,82781,104041,0.2568,down,false,NN
현대글로비스,086280,2022,Q1,2022-05-16,104540,95037,-0.0909,up,false,PN
현대글로비스,086280,2022,Q2,2022-08-16,96037,90035,-0.0625,down,true,NP
현대글로비스,086280,2022,Q3,2022-11-14,90785,76980,-0.1521,up,false,PN
현대글로비스,086280,2022,Q4,2023-03-21,77430,81982,0.0588,up,true,PP
현대글로비스,086280,2023,Q1,2023-05-15,81632,85183,0.0435,up,true,PP
현대글로비스,086280,2023,Q2,2023-08-14,85283,85583,0.0035,down,false,NN
현대글로비스,086280,2023,Q3,2023-11-14,86433,93286,0.0793,up,true,PP
현대글로비스,086280,2023,Q4,2024-03-12,93987,94087,0.0011,up,true,PP
현대글로비스,086280,2024,Q1,2024-05-16,94886,109100,0.1498,up,true,PP
현대글로비스,086280,2024,Q2,2024-08-14,110400,113700,0.0299,up,true,PP
현대글로비스,086280,2024,Q3,2024-11-14,114700,121300,0.0575,up,true,PP
