,code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,이자수익,영업비용
32,35720,Kakao,IT_Service,2023,Q4,1931910095804.0,9422957928367.0,11354868024171.0,2661574916955.0,1510120990641.0,4171695907596.0,44534987800.0,1391076211720.0,7183172116575.0,2499599504613.0,151015335102.0,-198876302566.0,-214213602405.0,-214213602405.0,-34950361813.0,,1966577844885.0
33,35720,Kakao,IT_Service,2024,Q1,1950248097160.0,9609630206760.0,11559878303920.0,2573738178798.0,1678328967879.0,4252067146677.0,44574388700.0,1496515557590.0,7307811157243.0,640465512784.0,137725978047.0,171438859402.0,132188844013.0,132188844013.0,131908772888.0,,502739534737.0
34,35720,Kakao,IT_Service,2024,Q2,2083996694535.0,9543575159528.0,11627571854063.0,2647320619059.0,1656740532405.0,4304061151464.0,44394337600.0,1518904655356.0,7323510702599.0,644339911493.0,129980044530.0,44446059621.0,22389097766.0,22389097766.0,21378640375.0,,514359866963.0
35,35720,Kakao,IT_Service,2024,Q3,2222645661643.0,9497475920877.0,11720121582520.0,2714468848930.0,1622794364418.0,4337263213348.0,44403090800.0,1570752820513.0,7382858369172.0,618739196360.0,101677536622.0,77925548670.0,51848165157.0,51848165157.0,51359081340.0,,517061659738.0
0,36570,NCSoft,IT_Service,2015,Q4,924363836603.0,1177272046775.0,2101635883378.0,225123834576.0,81555879918.0,306679714494.0,,1338997265387.0,1794956168884.0,616604463077.0,257250508328.0,253201665610.0,187589129416.0,187589129416.0,,,
1,36570,NCSoft,IT_Service,2016,Q1,881194656658.0,1252735947916.0,2133930604574.0,249734642839.0,234810259362.0,484544902201.0,,1337043457073.0,1649385702373.0,169355405079.0,55863467256.0,74820736204.0,58597222564.0,58597222564.0,,,
2,36570,NCSoft,IT_Service,2016,Q2,933751380306.0,1190500588762.0,2124251969068.0,147574012619.0,242535756683.0,390109769302.0,,1422179381555.0,1734142199766.0,177115869767.0,81263200798.0,93101958820.0,88683236397.0,88683236397.0,,,
3,36570,NCSoft,IT_Service,2016,Q3,858447818537.0,1301960015246.0,2160407833783.0,133503661635.0,245031401184.0,378535062819.0,,1469696512677.0,1781872770964.0,163811146726.0,69164397584.0,60804544482.0,47144164868.0,47144164868.0,,,
4,36570,NCSoft,IT_Service,2016,Q4,1018270459212.0,1258992423820.0,2277262883032.0,183894655418.0,172598813292.0,356493468710.0,,1552918806186.0,1920769414322.0,233853428756.0,112862788341.0,112932574835.0,78377986352.0,78377986352.0,,,
5,36570,NCSoft,IT_Service,2017,Q1,983221104355.0,1305975618767.0,2289196723122.0,248805126580.0,178128160515.0,426933287095.0,,1492779436686.0,1862263436027.0,193604437699.0,40323378802.0,26372579976.0,20646600537.0,20646600537.0,,,
6,36570,NCSoft,IT_Service,2017,Q2,987398303900.0,1705521916740.0,2692920220640.0,160780352112.0,282474458297.0,443254810409.0,,1537355585443.0,2249665410231.0,210042633842.0,48837983350.0,59956916708.0,47921946575.0,47921946575.0,,,
7,36570,NCSoft,IT_Service,2017,Q3,1540591602933.0,1579728252821.0,3120319855754.0,320420782975.0,272193651373.0,592614434348.0,10969511000.0,1831788044873.0,2527705421406.0,676510404885.0,345341332299.0,382771721558.0,293375247157.0,293375247157.0,,,
8,36570,NCSoft,IT_Service,2017,Q4,1669239629302.0,1792268424923.0,3461508054225.0,372494395946.0,335582071082.0,708076467028.0,10969511000.0,1924094023958.0,,466478548013.0,184473392638.0,154666736555.0,109630452116.0,109630452116.0,,,
9,36570,NCSoft,IT_Service,2018,Q1,1806769636125.0,1613362079018.0,3420131715143.0,703245517137.0,141179389801.0,844424906938.0,10969511000.0,1898798313382.0,,428353232636.0,210331947538.0,205425055781.0,128414833392.0,128414833392.0,,,
10,36570,NCSoft,IT_Service,2018,Q2,1626500948830.0,1641918327814.0,3268419276644.0,409148836423.0,136310286562.0,545459122985.0,10969511000.0,2048175135759.0,,387195995505.0,171572427464.0,205082565552.0,152658201644.0,152658201644.0,,,
11,36570,NCSoft,IT_Service,2018,Q3,1541567184616.0,1425135229174.0,2966702413790.0,360489200613.0,96701896225.0,457191096838.0,10969511000.0,2109504154217.0,,350424313387.0,153326801584.0,108530795792.0,62241100911.0,62241100911.0,,,
12,36570,NCSoft,IT_Service,2018,Q4,1475896160802.0,1406115463746.0,2882011624548.0,382745748412.0,77318634841.0,460064383253.0,10969511000.0,2202120852796.0,,363939901551.0,145806128401.0,133170607122.0,95111775360.0,95111775360.0,,,
13,36570,NCSoft,IT_Service,2019,Q1,1673043151599.0,1539109550079.0,3212152701678.0,359879797209.0,393027231910.0,752907029119.0,10969511000.0,2179366802997.0,,320780646708.0,96366307935.0,125651866050.0,101868787993.0,101868787993.0,,,
14,36570,NCSoft,IT_Service,2019,Q2,1620389582414.0,1491433530974.0,3111823113388.0,206279902679.0,367915552786.0,574195455465.0,10973261000.0,2308431753904.0,,361589304567.0,147964850089.0,164197549858.0,133873629694.0,133873629694.0,,,
15,36570,NCSoft,IT_Service,2019,Q3,1874946877506.0,1265977857337.0,3140924734843.0,202750295263.0,354838623095.0,557588918358.0,10977011000.0,2437163514649.0,,346767144643.0,142639416553.0,168025502488.0,128810047227.0,128810047227.0,,,
16,36570,NCSoft,IT_Service,2019,Q4,1935418842570.0,1249762778389.0,3185181620959.0,349981739942.0,332555214134.0,682536954076.0,10977011000.0,2369748259319.0,,496730551069.0,169959692636.0,-20032188023.0,-57060780205.0,-57060780205.0,,,
17,36570,NCSoft,IT_Service,2020,Q1,2144002428203.0,1255946402161.0,3399948830364.0,448827037298.0,353848364219.0,802675401517.0,10977011000.0,2458758615701.0,,694135537552.0,245670940855.0,254689273490.0,195709896090.0,195709896090.0,,,
18,36570,NCSoft,IT_Service,2020,Q2,2134481097717.0,1348845537947.0,3483326635664.0,310039623610.0,389453840321.0,699493463931.0,10977011000.0,2613531159709.0,,195709896090.0,225330506809.0,220547517840.0,162317206224.0,162317206224.0,,,
19,36570,NCSoft,IT_Service,2020,Q3,2304114309423.0,1757716778535.0,4061831087958.0,361738384521.0,467401500741.0,829139885262.0,10977011000.0,2780925005336.0,,536230859456.0,227483792071.0,226603493006.0,167210474302.0,167210474302.0,,,
20,36570,NCSoft,IT_Service,2020,Q4,2302172052985.0,1670792777921.0,3972964830906.0,402711109368.0,385120841766.0,787831951134.0,10977011000.0,2885135625012.0,,816354643462.0,170053578092.0,139407431358.0,102285977583.0,102285977583.0,,,
21,36570,NCSoft,IT_Service,2021,Q1,2311460018535.0,1895100907355.0,4206560925890.0,694153022215.0,432142869264.0,1126295891479.0,10977011000.0,2788940251668.0,,472809838972.0,61527705898.0,93945982705.0,77643604010.0,77643604010.0,,,
22,36570,NCSoft,IT_Service,2021,Q2,2009701093986.0,2016137968429.0,4025839062415.0,416965154221.0,442570706935.0,859535861156.0,10977011000.0,2853673451366.0,,494934150122.0,95045658247.0,107760974079.0,84018045987.0,84018045987.0,,,
23,36570,NCSoft,IT_Service,2021,Q3,2315349406475.0,2046391668003.0,4361741074478.0,437416385800.0,775782493670.0,1213198879470.0,10977011000.0,2944736992884.0,,452345153241.0,82101544556.0,116029621346.0,90635104009.0,90635104009.0,,,
24,36570,NCSoft,IT_Service,2021,Q4,2287285618468.0,2201766909492.0,4489052527960.0,598679148126.0,739289195870.0,1337968343996.0,10977011000.0,3054555304233.0,,709237810384.0,100437417697.0,128810335488.0,100085476452.0,100085476452.0,,,
25,36570,NCSoft,IT_Service,2022,Q1,2348741366219.0,2020101999381.0,4368843365600.0,482450757741.0,736441107233.0,1218891864974.0,10977011000.0,3114550678900.0,,753141255761.0,247951661649.0,242568088957.0,176971794584.0,176971794584.0,,,
26,36570,NCSoft,IT_Service,2022,Q2,2444038942927.0,1719413505838.0,4163452448765.0,365440130362.0,687523299198.0,1052963429560.0,10977011000.0,3258486846112.0,,584221523139.0,123309843228.0,176712742584.0,136092133955.0,136092133955.0,,,
27,36570,NCSoft,IT_Service,2022,Q3,2645113703711.0,1703572272189.0,4348685975900.0,428234166358.0,682863215603.0,1111097381961.0,10977011000.0,3455260824608.0,3237588593939.0,559683855980.0,151985605722.0,255493538124.0,189035755782.0,189035755782.0,,,
28,36570,NCSoft,IT_Service,2022,Q4,2521523944969.0,1819876039093.0,4341399984062.0,434041948852.0,683290139545.0,1117332088397.0,10977011000.0,3414429630684.0,3224067895665.0,504520671167.0,52739527536.0,-48083419264.0,-43824390579.0,-43824390579.0,,,
29,36570,NCSoft,IT_Service,2023,Q1,2454075928240.0,1898275354519.0,4352351282759.0,568018725463.0,568808133664.0,1136826859127.0,10977011000.0,3374290295959.0,3215524423632.0,432580688836.0,77331712694.0,137372587275.0,109435845774.0,109435845774.0,,,
30,36570,NCSoft,IT_Service,2023,Q2,2236717979944.0,2020210001080.0,4256927981024.0,460958552283.0,630430516195.0,1091389068478.0,10977011000.0,3403193092294.0,3165538912546.0,402552869512.0,34022898994.0,34116704468.0,27142942540.0,27142942540.0,,,
31,36570,NCSoft,IT_Service,2023,Q3,2201472403904.0,2037593954051.0,4239066357955.0,569089778896.0,487655140145.0,1056744919041.0,10977011000.0,3452477940861.0,3182321438914.0,379659695959.0,13184703134.0,44531241974.0,45624010907.0,45624010907.0,16782526368.0,,
32,36570,NCSoft,IT_Service,2023,Q4,2150578607930.0,2152265681184.0,4302844289114.0,552561635180.0,481830897748.0,1034392532928.0,10977011000.0,3468620950391.0,3268451756186.0,400050790413.0,2420174846.0,-24428341652.0,20370161951.0,20370161951.0,163255026673.0,,1487884555052.0
33,36570,NCSoft,IT_Service,2024,Q1,1945529753364.0,2262308823201.0,4207838576565.0,438746934576.0,480180898638.0,918927833214.0,10977011000.0,3471693405394.0,3288910743351.0,362138728323.0,23896487731.0,83539901591.0,63601422671.0,63601422671.0,84021271235.0,,338242240592.0
34,36570,NCSoft,IT_Service,2024,Q2,1801247817101.0,2280131675605.0,4081379492706.0,384556817399.0,474534583680.0,859091401079.0,10977011000.0,3512348669236.0,3222288091627.0,324519015279.0,12775937271.0,63236952390.0,51250412188.0,51250412188.0,2081365216.0,,311743078008.0
35,36570,NCSoft,IT_Service,2024,Q3,1578442338161.0,2357358647702.0,3935800985863.0,316557319398.0,497512645134.0,814069964532.0,10977011000.0,3489352695562.0,3121731021331.0,359448808249.0,-8926157554.0,-26123036252.0,-20451703008.0,-20451703008.0,6418584720.0,,368374965803.0
0,660,SK_Hynix,Electronics,2015,Q4,8421984000000.0,20320214000000.0,28742198000000.0,4750892000000.0,3308841000000.0,8059733000000.0,,13614710000000.0,20682465000000.0,18780792000000.0,5076507000000.0,5002479000000.0,4019080000000.0,4019080000000.0,,,
1,660,SK_Hynix,Electronics,2016,Q1,7519419000000.0,21314419000000.0,28833838000000.0,4107935000000.0,3970529000000.0,8078464000000.0,,13687619000000.0,20755374000000.0,3484735000000.0,516302000000.0,529841000000.0,428034000000.0,428034000000.0,,,
2,660,SK_Hynix,Electronics,2016,Q2,7026459000000.0,21392286000000.0,28418745000000.0,3027976000000.0,4353174000000.0,7381150000000.0,,13969840000000.0,21037595000000.0,3849874000000.0,415820000000.0,371800000000.0,284371000000.0,284371000000.0,,,
3,660,SK_Hynix,Electronics,2016,Q3,6728658000000.0,21908159000000.0,28636817000000.0,3026457000000.0,4109073000000.0,7135530000000.0,,14433532000000.0,21501287000000.0,4074237000000.0,582542000000.0,560016000000.0,465852000000.0,465852000000.0,,,
4,660,SK_Hynix,Electronics,2016,Q4,7933301000000.0,23465792000000.0,31399093000000.0,4351661000000.0,3955919000000.0,8307580000000.0,,16022210000000.0,23091513000000.0,5324265000000.0,1497755000000.0,1500085000000.0,1476765000000.0,1476765000000.0,,,
5,660,SK_Hynix,Electronics,2017,Q1,9395986000000.0,24047535000000.0,33443521000000.0,4969305000000.0,3938114000000.0,8907419000000.0,,17466776000000.0,24536102000000.0,6195897000000.0,2388002000000.0,2334379000000.0,1872337000000.0,1872337000000.0,,,
6,660,SK_Hynix,Electronics,2017,Q2,10526220000000.0,26122959000000.0,36649179000000.0,5472083000000.0,4207331000000.0,9679414000000.0,,19900178000000.0,26969765000000.0,6657032000000.0,2999379000000.0,3028026000000.0,2437544000000.0,2437544000000.0,,,
7,660,SK_Hynix,Electronics,2017,Q3,11898210000000.0,27765547000000.0,39663757000000.0,5599302000000.0,4160080000000.0,9759382000000.0,3657652000000.0,22834524000000.0,29904375000000.0,7974611000000.0,3613747000000.0,3706080000000.0,2938555000000.0,2938555000000.0,,,
8,660,SK_Hynix,Electronics,2017,Q4,15338930000000.0,28973916000000.0,44312846000000.0,8076214000000.0,3464757000000.0,11540971000000.0,3657652000000.0,25712494000000.0,32771875000000.0,8891399000000.0,4339663000000.0,4003515000000.0,2862361000000.0,2862361000000.0,,,
9,660,SK_Hynix,Electronics,2018,Q1,15459529000000.0,32467903000000.0,47927432000000.0,9295372000000.0,3378294000000.0,12673666000000.0,3657652000000.0,28183375000000.0,35253766000000.0,8745834000000.0,4365063000000.0,4343200000000.0,3194653000000.0,3194653000000.0,,,
10,660,SK_Hynix,Electronics,2018,Q2,12776977000000.0,39168989000000.0,51945966000000.0,8758476000000.0,3734652000000.0,12493128000000.0,3657652000000.0,32382153000000.0,39452838000000.0,10254269000000.0,5479012000000.0,5758325000000.0,4205829000000.0,4205829000000.0,,,
11,660,SK_Hynix,Electronics,2018,Q3,15205373000000.0,41142431000000.0,56347804000000.0,10159274000000.0,3867812000000.0,14027086000000.0,3657652000000.0,36986250000000.0,42320718000000.0,11335564000000.0,6389984000000.0,6325643000000.0,4611144000000.0,4611144000000.0,,,
12,660,SK_Hynix,Electronics,2018,Q4,15897819000000.0,45082789000000.0,60980608000000.0,11681290000000.0,3638425000000.0,15319715000000.0,3657652000000.0,40326128000000.0,45660893000000.0,9988984000000.0,4345019000000.0,4600234000000.0,3395460000000.0,3395460000000.0,,,
13,660,SK_Hynix,Electronics,2019,Q1,14733518000000.0,46230785000000.0,60964303000000.0,11362414000000.0,4028080000000.0,15390494000000.0,3657652000000.0,40238726000000.0,45573809000000.0,6420330000000.0,1216990000000.0,1296029000000.0,944276000000.0,944276000000.0,,,
14,660,SK_Hynix,Electronics,2019,Q2,11891852000000.0,45753516000000.0,57645368000000.0,6717338000000.0,4981937000000.0,11699275000000.0,3657652000000.0,40610540000000.0,45946093000000.0,5995713000000.0,365401000000.0,487275000000.0,377235000000.0,377235000000.0,,,
15,660,SK_Hynix,Electronics,2019,Q3,11286249000000.0,46056722000000.0,57342971000000.0,5732553000000.0,5250473000000.0,10983026000000.0,3657652000000.0,41023917000000.0,46359945000000.0,6396077000000.0,308913000000.0,430798000000.0,418687000000.0,418687000000.0,,,
16,660,SK_Hynix,Electronics,2019,Q4,11725531000000.0,45984539000000.0,57710070000000.0,6258882000000.0,5406967000000.0,11665849000000.0,3657652000000.0,40694965000000.0,46044221000000.0,6508635000000.0,91935000000.0,-400501000000.0,-255904000000.0,-255904000000.0,,,
17,660,SK_Hynix,Electronics,2020,Q1,12353112000000.0,46729571000000.0,59082683000000.0,6782965000000.0,6270213000000.0,13053178000000.0,3657652000000.0,40698305000000.0,46029505000000.0,6945135000000.0,721380000000.0,968180000000.0,691938000000.0,691938000000.0,,,
18,660,SK_Hynix,Electronics,2020,Q2,13680049000000.0,47558021000000.0,61238070000000.0,7809893000000.0,6190697000000.0,14000590000000.0,3657652000000.0,41897422000000.0,47237480000000.0,8235501000000.0,1758937000000.0,1597155000000.0,1203627000000.0,1203627000000.0,,,
19,660,SK_Hynix,Electronics,2020,Q3,13581565000000.0,47885009000000.0,61466574000000.0,7166724000000.0,6178915000000.0,13345639000000.0,3657652000000.0,42781239000000.0,48120935000000.0,7893103000000.0,1213523000000.0,1117197000000.0,888283000000.0,888283000000.0,,,
20,660,SK_Hynix,Electronics,2020,Q4,13310241000000.0,50760764000000.0,64071005000000.0,7488366000000.0,7008335000000.0,14496701000000.0,3657652000000.0,44221664000000.0,49574304000000.0,7451248000000.0,852037000000.0,1967502000000.0,1433993000000.0,1433993000000.0,,,
21,660,SK_Hynix,Electronics,2021,Q1,14272903000000.0,53624407000000.0,67897310000000.0,8294527000000.0,9861489000000.0,18156016000000.0,3657652000000.0,44388964000000.0,49741294000000.0,8144157000000.0,1192738000000.0,1298722000000.0,974571000000.0,974571000000.0,,,
22,660,SK_Hynix,Electronics,2021,Q2,15364979000000.0,55051591000000.0,70416570000000.0,7718509000000.0,10628270000000.0,18346779000000.0,3657652000000.0,46309834000000.0,52069791000000.0,9994097000000.0,2677705000000.0,2609834000000.0,1927775000000.0,1927775000000.0,,,
23,660,SK_Hynix,Electronics,2021,Q3,16093817000000.0,59310085000000.0,75403902000000.0,8932008000000.0,11049642000000.0,19981650000000.0,3657652000000.0,49661366000000.0,55422252000000.0,11521825000000.0,4182591000000.0,4590532000000.0,3358333000000.0,3358333000000.0,,,
24,660,SK_Hynix,Electronics,2021,Q4,16833952000000.0,68138592000000.0,84972544000000.0,11947187000000.0,14287743000000.0,26234930000000.0,3657652000000.0,52976872000000.0,58737614000000.0,11897258000000.0,4130326000000.0,4631340000000.0,3306547000000.0,3306547000000.0,,,
25,660,SK_Hynix,Electronics,2022,Q1,17200945000000.0,69984646000000.0,87185591000000.0,13499545000000.0,13835929000000.0,27335474000000.0,3657652000000.0,54112915000000.0,59850117000000.0,10637572000000.0,2980093000000.0,2963968000000.0,2206125000000.0,2206125000000.0,,,
26,660,SK_Hynix,Electronics,2022,Q2,17957926000000.0,73312598000000.0,91270524000000.0,12278587000000.0,16039053000000.0,28317640000000.0,3657652000000.0,57205272000000.0,62952884000000.0,12101714000000.0,4263282000000.0,4380679000000.0,3309553000000.0,3309553000000.0,,,
27,660,SK_Hynix,Electronics,2022,Q3,26241612000000.0,69608782000000.0,95850394000000.0,13231964000000.0,17754173000000.0,30986137000000.0,3657652000000.0,59115800000000.0,64864257000000.0,9688365000000.0,2301868000000.0,2810585000000.0,2131215000000.0,2131215000000.0,,,
28,660,SK_Hynix,Electronics,2022,Q4,17511130000000.0,74289103000000.0,91800233000000.0,14790337000000.0,16847074000000.0,31637411000000.0,3657652000000.0,54413210000000.0,60162822000000.0,5451048000000.0,-1884296000000.0,-5688192000000.0,-4856436000000.0,-4856436000000.0,,,
29,660,SK_Hynix,Electronics,2023,Q1,17346516000000.0,75857822000000.0,93204338000000.0,12175532000000.0,22343427000000.0,34518959000000.0,3657652000000.0,52906343000000.0,58685379000000.0,4443475000000.0,-2276541000000.0,-2209842000000.0,-1296209000000.0,-1296209000000.0,,,
30,660,SK_Hynix,Electronics,2023,Q2,17122135000000.0,75619764000000.0,92741899000000.0,14100240000000.0,21890303000000.0,35990543000000.0,3657652000000.0,50982808000000.0,56751356000000.0,5725439000000.0,-2059979000000.0,-2565860000000.0,-1707050000000.0,-1707050000000.0,,,
31,660,SK_Hynix,Electronics,2023,Q3,17567697000000.0,76628197000000.0,94195894000000.0,15568486000000.0,22840202000000.0,38408688000000.0,3657652000000.0,50028634000000.0,55787206000000.0,7737724000000.0,-774739000000.0,-1074285000000.0,-739653000000.0,-739653000000.0,-754194000000.0,,
32,660,SK_Hynix,Electronics,2023,Q4,17751302000000.0,75198085000000.0,92949387000000.0,16197793000000.0,22233272000000.0,38431065000000.0,3657652000000.0,48734611000000.0,54518322000000.0,9733359000000.0,439135000000.0,-1728715000000.0,-1093258000000.0,-1093258000000.0,-4120409000000.0,,
33,660,SK_Hynix,Electronics,2024,Q1,18069804000000.0,76457233000000.0,94527037000000.0,15761440000000.0,22279514000000.0,38040954000000.0,3657652000000.0,50649008000000.0,56486083000000.0,10401819000000.0,2901070000000.0,2591029000000.0,2171332000000.0,2171332000000.0,2115308000000.0,,
34,660,SK_Hynix,Electronics,2024,Q2,21547211000000.0,76838437000000.0,98385648000000.0,16988358000000.0,21118775000000.0,38107133000000.0,3657652000000.0,54434717000000.0,60278515000000.0,13613447000000.0,4953118000000.0,4785098000000.0,3996091000000.0,3996091000000.0,3992497000000.0,,
35,660,SK_Hynix,Electronics,2024,Q3,23536548000000.0,78978729000000.0,102515277000000.0,18426430000000.0,18757341000000.0,37183771000000.0,3657652000000.0,59414095000000.0,65331506000000.0,14794013000000.0,6232215000000.0,6266724000000.0,5187369000000.0,5187369000000.0,5177218000000.0,,
0,3670,POSCO_Future_M,Electronics,2015,Q4,361163176420.0,292525964452.0,653689140872.0,106517856233.0,6593689227.0,113111545460.0,,491268490215.0,540577595412.0,1175271695215.0,53456797606.0,56915274237.0,43978161197.0,43978161197.0,,,
1,3670,POSCO_Future_M,Electronics,2016,Q1,359791713266.0,291750987010.0,651542700276.0,109158461893.0,5768717286.0,114927179179.0,,487306415900.0,536615521097.0,265217607046.0,10139660761.0,10302098383.0,8161137266.0,8161137266.0,,,
2,3670,POSCO_Future_M,Electronics,2016,Q2,341447768928.0,298918910853.0,640366679781.0,90396964843.0,4197575137.0,94594539980.0,,496295159192.0,545772139801.0,258049013299.0,16109635239.0,14639600273.0,11199449589.0,11199449589.0,,,
3,3670,POSCO_Future_M,Electronics,2016,Q3,367026346000.0,297461635654.0,664487981654.0,97661897319.0,3350434417.0,101012331736.0,,514062527797.0,563475649918.0,273554267315.0,22531008797.0,22607905679.0,17253984932.0,17253984932.0,,,
4,3670,POSCO_Future_M,Electronics,2016,Q4,401678076431.0,301659255882.0,703337332313.0,113324213021.0,1968051370.0,115292264391.0,,538494360660.0,588045067922.0,279634411520.0,30030377369.0,30661017637.0,23205774781.0,23205774781.0,,,
5,3670,POSCO_Future_M,Electronics,2017,Q1,424090200244.0,300072253882.0,724162454126.0,128614040061.0,2244683087.0,130858723148.0,,543689165228.0,593303730978.0,278960184037.0,29676144314.0,30449958376.0,23014506599.0,23014506599.0,,,
6,3670,POSCO_Future_M,Electronics,2017,Q2,406625575364.0,309881088689.0,716506664053.0,100003725382.0,2662374239.0,102666099621.0,,563173191940.0,613840564432.0,287269108596.0,26326663961.0,25887271901.0,20144148808.0,20144148808.0,,,
7,3670,POSCO_Future_M,Electronics,2017,Q3,440708816488.0,319532231779.0,760241048267.0,123453215964.0,2537051704.0,125990267668.0,29535000000.0,583583408107.0,634250780599.0,298419353470.0,25394589473.0,26341395952.0,20202665915.0,20202665915.0,,,
8,3670,POSCO_Future_M,Electronics,2017,Q4,444307744823.0,347116562373.0,791424307196.0,146990733207.0,1228041975.0,148218775182.0,29535000000.0,592538159522.0,643205532014.0,299269319455.0,19277743130.0,12524002834.0,9509025246.0,9509025246.0,,,
9,3670,POSCO_Future_M,Electronics,2018,Q1,430009492193.0,359370886307.0,789380378500.0,144234986384.0,4110898651.0,148345885035.0,29535000000.0,590367120973.0,641034493465.0,328449840076.0,22251855999.0,22913383252.0,17757924361.0,17757924361.0,,,
10,3670,POSCO_Future_M,Electronics,2018,Q2,442305735226.0,366436295727.0,808742030953.0,151682161487.0,1612621854.0,153294783341.0,29535000000.0,604779875120.0,655447247612.0,324202386666.0,19923487982.0,20577328062.0,16001387202.0,16001387202.0,,,
11,3670,POSCO_Future_M,Electronics,2018,Q3,454004307063.0,375149607529.0,829153914592.0,148528509620.0,2052289121.0,150580798741.0,29535000000.0,627905743359.0,678573115851.0,334684913905.0,31899952047.0,31798959539.0,23378886965.0,23378886965.0,,,
12,3670,POSCO_Future_M,Electronics,2018,Q4,416986502637.0,420879090818.0,837865593455.0,140970986398.0,3085449106.0,144056435504.0,29535000000.0,643131931459.0,693809157951.0,353646531225.0,27750048038.0,28238196004.0,21414226269.0,21414226269.0,,,
13,3670,POSCO_Future_M,Electronics,2019,Q1,467516224012.0,448961185880.0,916477409892.0,208801615189.0,6842764964.0,215644380153.0,29535000000.0,650155803247.0,700833029739.0,342866606216.0,21340432696.0,39083363700.0,30801811177.0,30801811177.0,,,
14,3670,POSCO_Future_M,Electronics,2019,Q2,439919749374.0,700238368619.0,1140158117993.0,222806059561.0,30830873151.0,253636932712.0,30494110000.0,664068430157.0,886521185281.0,358123874410.0,16234981460.0,18751110872.0,16066757572.0,16066757572.0,,,
15,3670,POSCO_Future_M,Electronics,2019,Q3,393879508952.0,802415412680.0,1196294921632.0,212478795388.0,74323293459.0,286802088847.0,30494110000.0,687040077661.0,909492832785.0,359037398525.0,27444816839.0,30743866642.0,23907935790.0,23907935790.0,,,
16,3670,POSCO_Future_M,Electronics,2019,Q4,625485818487.0,995342536346.0,1620828354833.0,237044728778.0,454380074318.0,691424803096.0,30494110000.0,706881871673.0,929403551737.0,374479419476.0,22543842195.0,18537695481.0,18832573925.0,18832573925.0,,,
17,3670,POSCO_Future_M,Electronics,2020,Q1,522621342816.0,1071297895929.0,1593919238745.0,202985086706.0,451803435229.0,654788521935.0,30494110000.0,716609036746.0,939130716810.0,376672193749.0,15607888047.0,39536340588.0,34324728343.0,34324728343.0,,,
18,3670,POSCO_Future_M,Electronics,2020,Q2,933425546937.0,1112567310302.0,2045992857239.0,151626535484.0,956128280913.0,1107754816397.0,30494110000.0,715716360778.0,938238040842.0,328588386756.0,3018486399.0,1521128.0,-365923742.0,-365923742.0,,,
19,3670,POSCO_Future_M,Electronics,2020,Q3,852068206821.0,1121987879945.0,1974056086766.0,170628590187.0,854448078777.0,1025076668964.0,30494110000.0,726457737738.0,948979417802.0,377886722272.0,19270221326.0,14484522115.0,10691086625.0,10691086625.0,,,
20,3670,POSCO_Future_M,Electronics,2020,Q4,776817440890.0,1217304473782.0,1994121914672.0,203621771326.0,829487929464.0,1033109700790.0,30494110000.0,738490533818.0,961012213882.0,440998489849.0,22553190538.0,9930178756.0,11204085088.0,11204085088.0,,,
21,3670,POSCO_Future_M,Electronics,2021,Q1,2036063745539.0,1288501456386.0,3324565201925.0,250984889891.0,827379827916.0,1078364717807.0,38731610000.0,756930708534.0,2246200484118.0,454568729897.0,33656822930.0,42291588695.0,35130501475.0,35130501475.0,,,
22,3670,POSCO_Future_M,Electronics,2021,Q2,1963775846403.0,1401561461838.0,3365337308241.0,269243512199.0,820227157933.0,1089470670132.0,38731610000.0,786535905839.0,2275866638109.0,467131998180.0,35469487268.0,35747647473.0,31129154749.0,31129154749.0,,,
23,3670,POSCO_Future_M,Electronics,2021,Q3,2102299339813.0,1511928539471.0,3614227879284.0,287456388090.0,1012176833758.0,1299633221848.0,38731610000.0,825263925166.0,2314594657436.0,492023233788.0,30893590099.0,38764275206.0,36458746135.0,36458746135.0,,,
24,3670,POSCO_Future_M,Electronics,2021,Q4,2051785743964.0,1709547303954.0,3761333047918.0,604654066630.0,825357809532.0,1430011876162.0,38731610000.0,841990439486.0,2331321171756.0,525800036555.0,20592167072.0,11203414505.0,16405804424.0,16405804424.0,,,
25,3670,POSCO_Future_M,Electronics,2022,Q1,1869538627147.0,1922502033907.0,3792040661054.0,602562882008.0,828777472068.0,1431340354076.0,38731610000.0,871369574708.0,2360700306978.0,651627480462.0,25254340437.0,53638856594.0,48142015640.0,48142015640.0,,,
26,3670,POSCO_Future_M,Electronics,2022,Q2,2230401404490.0,2070972573002.0,4301373977492.0,1032301252077.0,883123703230.0,1915424955307.0,38731610000.0,906268438565.0,2385949022185.0,718740690958.0,42009393843.0,38197898828.0,30351781424.0,30351781424.0,,,
27,3670,POSCO_Future_M,Electronics,2022,Q3,2267415122226.0,2217545825072.0,4484960947298.0,1155351917725.0,874723851278.0,2030075769003.0,38731610000.0,972025362675.0,2454885178295.0,952014137108.0,77371933570.0,75339815908.0,62635606409.0,62635606409.0,,,
28,3670,POSCO_Future_M,Electronics,2022,Q4,1832808915528.0,2443816819477.0,4276625735005.0,920661300495.0,928840118957.0,1849501419452.0,38731610000.0,944517783125.0,2427124315553.0,718904720659.0,8554553598.0,-41614926486.0,-26275942843.0,-26275942843.0,,,
